id,name,brewery,style,alcohol,fruit,ibu,text
61,폴리코 골드 페일 에일,앤더슨 밸리 브루어리,페일 에일,5도,1,28,"Columbus, Nuggest, Cascade 등 시트러스한 홉을 사용하여 상큼한 향과 영국식 비스킷을 연상시키는 부드러운 몰트의 맛이 조화롭게 균형을 이뤄 상쾌하고 상큼한 풍미가 가득한 페일 에일이다  "
62,분트 앰버 에일,앤더슨 밸리 브루잉 컴퍼니,엠버 에일,5.8도,1,16,Crystal 몰트와 Columbus 홉으로 양조하여 달콤한 캐러멜 향과 은은한 과일향을 느낄 수 있다. 진한 구리빛을 띠고 있으며 달콤한 캐러멜의 맛과 쌉싸름한 맛이 완변한 균형을 이뤄 풍부한 맛을 느낄 수 있는 엠버 에일이다.  
63,홉 오틴 아이피에이,앤더슨 밸리 브루잉 컴퍼니,인디아 페일 에일,7.2도,1,78,"많은 양의 Columbus 홉과 Casecade 홉을 사용하고 전통적인 건식 홉 처리를 하여 홉의 향과 맛이 진하다. 맑고 깊은 호박색을 띠며 시트러스한 향과 함께 포도, 자몽, 파인애플 등 과일 맛을 느낄 수 있는 IPA 이다.  "
64,바니 플랫 오트밀 스타우트,앤더슨 밸리 브루잉 컴퍼니,오트밀 스타우트,5.8도,1,14,"밀과 오트밀을 넣어 양조하여 목넘김이 부드러우며 구운빵, 에스프레소, 체리의 향이 난다. 곡물 특유의 고소한 맛과 진한 구운 몰트의 맛을 느낄 수 있는 오트밀 스타우트이다.  "
65,썸머 솔스티스,앤더슨 밸리 브루잉 컴퍼니,에일,5도,0,6,여름 시즈널 에일인 솔스티스는 크림처럼 부드럽고 단 맛이 있으며 캐러멜 향이 나고 끝맛이 깨끗하다. 독특한 향과 크림소다 같은 정겨운 맥주로 더운 여름에 최고의 청량감과 생기를 준다.  
66,폴 호닌 펌킨 에일,앤더슨 밸리 브루잉 컴퍼니,펌킨 에일,6도,0,20,"가을 시즈널 맥주인 폴호닌은 Fruit, Vegertable 맥주 스타일로 적갈색의 부드러운 탄산을 띠고 있다. 생호박을 넣어 양조하여 호박의 맛과 향을 풍부하게 느낄 수 있는 에일 맥주이다.  "
67,윈터 솔스티스,앤더슨 밸리 브루잉 컴퍼니,에일,6.9도,0,6,겨울 시즈널 맥주인 윈터 솔스티스는 Winter warm 스타일의 맥주이다. 캐러멜과 바닐라의 달콤한 맛과 향이 나며 견과류의 고소함. 계피 맛을 느낄수 있는 에일 맥주이다.  
68,힐치 오 홉스 더블 아이피에이,앤더슨 밸리 브루잉 컴퍼니,더블 인디아 페일 에일,8.7도,1,100,"Columbus, Chinook, Cascade 홉으로 양조하여 자몽, 망고와 같은 열대과일 향과 솔잎, 풀향이 난다. 쌉사름한 맛과 함께 고소하고 달콤한 몰트의 맛을 조화롭게 느낄 수 있는 더블 IPA이다.  "
69,데드 가이 에일,로그 에일스,마이복,6.6도,0,40,마야족의 망자의 날을 기념하여 양조한 맥주이다. 독일 Maibock 스타일로 Pacman 효모를 사용하여 화사한 꽃 향과 캐러멜 몰트의 향을 풍성하게 느낄 수 있다. 홉의 쌉싸름한 맛과 몰트의 고소함 그리고 꿀과 같은 달콤한 맛이 완벽하게 조화를 이루는 맥주이다.  
70,헤이즐넛 브라운 넥타,로그 에일스,브라운 에일,5.5도,0,33,부드러운 헤이즐넛 향이 풍부한 짙은 갈색의 브라운 맥주이다. 세계 10대 맥주로 선정되어 한번 마셔보면 잊을 수 없는 맛이다.  
71,로그 모카 포터,로그 에일스,포터,5.6도,0,54,"맥아와 홉의 달콤 쌉싸름한 맛이 조화를 이루며 허브향과 모카, 카라멜, 로스팅 커피와 견과류 맛을 느낄 수 있다. 적갈색을 띄고 있으며 끝맛이 쌉싸름하다.  "
72,아메리칸 엠버 에일,로그 에일스,엠버 에일,5.4도,1,53,"달콤한 캐러멜의 항과 토피, 은은한 과일향이 나며 캐러멜의 맛과 감귤, 레몬 등 시트러스한 과일의 맛을 부드럽게 느낄 수 있는 엠버 에일이다.  "
73,스머티노스 분더바 필스너,스머티노스 브루잉 컴퍼니,필스너,4.9도,1,33,독일 스타일의 미국 필스너로 German 필스너 몰트와 Czech Saaz 홉을 사용하여 꽃향과 감귤류의 시트러스한 홉의 맛과 향을 느낄 수 있다. 톡 쏘는 탄산으로 시원하고 상쾌하여 가볍게 마시기 좋은 맥주이다.  
74,올드 브라운 도그 에일,스머티노스 브루잉 컴퍼니,브라운 에일,6.5도,0,30,고전적 스타일의 아메리칸 브라운 에일로 영국 브라운 맥주와 달리 도수가 높고 쓴 맛이 강하다. 구운 맥아를 사용하여 고소하고 달콤한 카라멜향이 난다.  
75,파이니스트카인드 아이피에이,스머티노스 브루잉 컴퍼니,인디아 페일 에일,6.9도,1,74,"홉 애호가들을 위해 양조한 IPA로 필터링 하지 않아 침전물이 있으며, 감귤류 홉의 풍미가 신선하다.  "
76,스머티노스 로버스트 포터,스머티노스 브루잉 컴퍼니,포터,6.2도,0,61,"다크 몰트의 강한 풍미가 뛰어난 포터맥주로 초콜릿, 커피, 토피, 구운 맥아와 홉의 조화가 균형잡힌 단맛과 쓴맛을 제공한다.  "
77,헤레틱 초콜렛 헤이즐럿 포터,헤레틱 브루잉 컴퍼니,포터,7도,0,33,"짙은 검은색의 미디움 바디와 풍부한 갈색헤드를 가진 포터스타일 맥주이다. 달콤한 토피몰트와 진한 로스팅 커피, 풍부한 헤이즐넛향을 느낄 수 있으며 부드러운 초콜릿맛과 헤이즐넛 향이 긴 여운을 남긴다.  "
78,이블 트윈 레드 에일,헤레틱 브루잉 컴퍼니,레드 에일,6.8도,1,45,"웨스트코스트 레드 에일로 풍부한 맥아를 사용하여 지나치게 쓰지 않고 망고, 오렌지, 레몬 특유의 과일 맛이있어 편하게 마실 수 있다.  "
79,이블 커즌 더블 아이피에이,헤레틱 브루잉 컴퍼니,더블 인디아 페일 에일,8도,1,100,크리스탈 맥아와 아로마 홉의 좋은 밸런스를 가진 맥주로 달콤한 열대과일향과 홉의 쓴맛이 끝맛을 개운하게 해주는 맑은 호박 색깔의 더블 IPA다.  
80,드래곤스 밀크,뉴 홀랜드 브루잉,스타우트,10도,0,31,"은은한 바닐라향, 견과류의 고소함과 함께 다크 초콜릿과 카라멜, 버번향을 느낄 수 있다. 진득한 다크 초콜릿과 카라멜, 크림맛이 느껴지며, 부드러운 탄산을 느낄 수 있다.  "
81,매드 헤터 아이피에이,뉴 홀랜드 브루잉,인디아 페일 에일,7도,1,65,"미들 웨스트스타일의 IPA로 강한 몰트향과 함께 자몽, 귤, 시트러스의 상큼한 향이 느껴진다. 적당한 탄산과 바디감을 갖고 있으며, 열대과일의 단맛이 느껴지지만 끝맛은 드라이하다.  "
82,더 포엣 오트밀 스타우트,뉴 홀랜드 브루잉,스타우트,5.2도,0,37,"로스팅된 풍부한 몰트의 맛과 커피, 초콜릿 향을 느낄 수 있다. 탄산은 거의 느껴지지 않으며 중간정도의 바디를 갖지고 있고 오트밀과 몰트의 고소하면서도 달달한맛이 은은하게 느껴진다.  "
83,필그림스 돌,뉴 홀랜드 브루잉,위트 와인,12도,0,30,"밀 맥아 50%를 사용한 배럴 와인 스타일의 에일로 적당한 쌉싸름함과 달콤한 바닐라, 캐러멜의 맛이 좋은 밸런스를 이루고 있는 밀 와인입니다. 약간의 탄산이 있으며 끝맛으로 버번의 맛이 오래 남아 올드에일을 생각나게 합니다.  "
84,드래곤스 밀크 리저브 바닐라 차이,뉴 홀랜드 브루잉,임페리얼 스타우트,11도,0,31,"바닐라 차이티와 강한 몰트를 혼합하여 버번 배럴에서 숙성한 맥주이다. 바닐라 차이티의 달콤한 맛과 함께 시나몬, 초콜릿, 캐러멜의 맛과 향을 풍성하게 느낄 수 있다.  "
85,미스치버스 투,뉴 홀랜드 브루잉,사워 브라운 에일,6.5도,1,25,"복숭아, 살구, 청사과, 적포도 같은 상큼한 과일 향과 캐러멜, 몰트의 달콤한 향을 느낄 수 있다. 신맛과 복숭아의 상큼 달콤한 맛, 맥아의 단맛이 완벽한 조화를 이루고 있으며 끝 맛은 드라이하다.  "
86,나이트 트립퍼,뉴 홀랜드 브루잉,임페리얼 스타우트,11.5도,1,50,"많은양의 구운 몰트와 보리를 사용하여 은은한 커피의 향과 초콜릿, 바닐라의 향이 난다. 달콤한 초콜릿 맛과 함께 진한 커피, 자두, 체리, 구운 몰트의 깊고 풍성한 풍미를 느낄 수 있다.  "
87,호퍼스 벨지안 아이피에이,브라세리 레페브루,인디아 페일 에일,8.3도,1,70,풍부한 거품으로 처음 거품과 마지막 거품의 향과 부드러운에 차이가 있다. 플로럴 홉과 강한 맥아를 사용하여 레몬같은 기분좋은 느낌과 함께 약간의 향료맛도 느낄 수 있다.  
88,플로레페 트리플 애비 트리펠,브라세리 레페브루,트리펠,8도,0,30,자극적인 홉의 쓴맛과 은은하게 느껴지는 카라멜 맛이 특징이다. 수도원의 옛날 제조법에 따라 양조하여 효모와 설탕을 추가하여 병에 넣어 다시 발효하는 플로레페만의 양조기법을 사용하여 만든 맥주이다.  
89,플로레페 프리마 멜리어 스트롱 벨지안 애비 에일,브라세리 레페브루,애비 에일,8도,0,25,수도원장과 그의 손님들을 위해 특별히 제조된 스페셜 리저브 에일 맥주이다. 플로레페 지역의 모든 맥주가 그렇듯 이 맥주도 벨지언 애비 인증 맥주이다.  
90,바버 블론드 에일,브라세리 레페브루,블론드 에일,8도,1,45,벨기에 스타일의 블론드 에일로 과일향이 풍부하고 꿀이 첨가되어 단맛이 난다. 도수가 높지만 부드러운 맥주이다.  
91,바버 복 스트롱 벨지안 에일,브라세리 레페브루,벨지안 스트롱 에일 ,8.5도,0,35,"갈색설탕, 맥아, 카라멜, 당밀, 라이트 토피 그리고 꿀맛이 어우러지는 비교적 달콤한 맛이 일품인 붉은 빛을 띤 짙은 갈색의 맥주이다.  "
92,닌카시 앙브레,닌카시 크래프트 브루어리,페일 에일,5.1도,1,33,"닌카시 양조장의 가장 대표 맥주로 시트러스한 향과 흙내음, 카라멜의 달콤한 뉘양스와 리치, 망고, 파파야, 파인애플, 자몽 등의 열대과일 아로마가 특징적이다.  "
93,닌카시 누아르,닌카시 크래프트 브루어리,포터,6.6도,0,25,포터 스타일의 흑맥주로 부드러운 탄산감이 입안을 매우 기분 좋게 자극한다. 구운 몰트에서 올라오는 캐러멜과 초콜릿향이 은은하게 느껴진다.  
94,닌카시 트리플,닌카시 크래프트 브루어리,애비 에일,8.4도,0,20,닌카시 트리플의 가장 인상 깊은 특징은 매우 부드러운 목넘김과 풍부한 풍미이다. 높은 알코올이 전혀 부담스럽지 않게 생생한 꽃향이 감돌면서 달콤한 꿀의 향기가 감돌아 지속적으로 입맛을 자극 한다. 천천히 음미하면서 마시길 추천한다.  
95,닌카시 아이피에이,닌카시 크래프트 브루어리,인디아 페일 에일,5.4도,1,52,"닌카시 아이.피.에이는 풍미가 매우 좋은 맥주이다. 꽃향과 자몽향이 강력하며, 동시에 강하고 톡쏘는 쓴맛을 전해 준다. 식민지에 있던 영국인들을 위한 맥주로 홉의 사용량을 높여 배를 타고 장시간 운반하기에적합 하도록 만들어진 맥주이다. 맥주를 좋아하시는 분들이 열광하는 스타일의 맥주이다.  "
96,닌카시 노엘,닌카시 크래프트 브루어리,스카치 에일,7도,1,23,"닌카시 노엘은 한정판으로 만들어진 맥주이다. 풍부한 알콜향과 강한 몰트향을 가지고 있으며, 토스트향, 자두향, 감초향이 혀에 달콤한 느낌을 가져다 준다. 섬세한 거품이 부드러움을 더해 주는 맥주이다.  "
97,닌카시 그랑크뤼 #001,닌카시 크래프트 브루어리,발리 와인,11.5도,0,40,"매년 한정된 수량만 만들어지는 스페셜 에디션 발리 와인(Barley Wine)이다. 붉은 색을 띠고 있는 이 에일은 매우 뚜렷한 몰트의 캐릭터를 지니고 있으며, 3개월간 셰리오크(sherry oak )에서 저온 숙성을 통해 바나나, 감초, 견과류, 바닐라 등 풍부한 아로마가 형성된다. 3년 이상 장기 보관이 가능한 프리미엄 맥주이다.  "
98,닌카시 그랑크뤼 #002,닌카시 크래프트 브루어리,위트 와인,10.5도,1,65,"매년 한정된 수량만 만들어지는 Special edition! Wheat Wine이다. 보리 맥아와 가공되지 않은 밀을 함께 양조하였으며, 홉의 뉘양스와 파인애플, 감귤류의 향기가 은은하게 나타난다. Riesling yeast(리슬링 효모)의 사용은 복숭아향을 더해주고, 프랑스산 오크통(French oak )에서 저온 숙성을 통해 깊고 풍부한 아로마가 형성된 4년 이상 장기 보관이 가능한 프리미엄 맥주 이다.  "
99,카구아 루즈,파 이스트 브루잉 컴퍼니/브루어리 데 그랄,벨지안 스트롱 에일 ,9도,0,35,미슐랭 가이드 레스토랑과 5성급 호텔에서 선택한 프리미엄 에일로서 레드와인과 같은 특징을 지니고 있다  
100,카구아 블랑,파 이스트 브루잉 컴퍼니/브루어리 데 그랄,벨지안 윗비어,8도,0,25,미슐랭 가이드 레스토랑과 5성급 호텔에서 선택한 프리미엄 에일로서 화이트와인과 같은 특징을 지니고 있다  
101,카구아 재패니스 시트러스 세종,파 이스트 브루잉 컴퍼니/브루어리 데 그랄,세종,6도,1,30,기존의 카구아와 같이 산지의 최고급 재료를 사용한 한정판 카구아 벨기에 맥주 특유의 깊고 복잡한 맛에 유자와 산초가 조화롭게 어우러진다  
102,팀머만스 오드 괴즈,팀머만스 브루어리,괴즈,5.5도,1,25,"세계에서 가장 오래된 람빅 양조장에서 만들어진 Sour Ale 이다. 시큼, 꿉꿉하며 청사과, 청포도와 같은 향미가 일품이다  "
103,파로 람빅,팀머만스 브루어리,람빅,4도,1,15,"람빅에 사과를 첨가한 형태로, 새콤달콤한 사과쥬스와 같은 맛이 나며 셰리 와인과 같은 캐릭터를 가지고 있다.  "
104,피치 람빅,팀머만스 브루어리,람빅,4도,1,15,람빅에 복숭아 생과일을 아낌없이 넣은 과일 람빅이다. 복숭아의 풍부한 향미가 매력적인 맥주이다.  
105,프람부아즈 람빅,팀머만스 브루어리,람빅,4도,1,15,람빅에 산딸기 생과일을 아낌없이 넣은 과일 람빅이다. 산딸기의 풍부한 향미가 매력적인 맥주이다.  
106,부르고뉴 디 플랜더스,부르고뉴 디 플랜더스,플랜더스 브라운 에일,5도,1,25,새콤달콤한 와인 맥주의 느낌을 가지고 있으며 브뤼헤와 역사를 같이한 에일 맥주이다  
107,스티뉴이크,브루어리 데 릭,벨지안 블론드,6.5도,0,25,작은 부엉이라는 뜻의 부엉이 맥주로 특별한 세가지 허브가 사용된 친환경 웰빙 에일 맥주이다.  
